signature,timestamp,from,to,amount_sol,depth,path
3NqNdDkRGJMmrBXXzgVCQoKjCseUCexakoERDWqU939Utvzv7ciDRgKUVZBfwuhHeY11K5Mk7K6MHbHkrpTwp6a,2026-01-22T22:44:11.000Z,AF4jW3tHUQTgcPVPhpkgKbDr8fWeD87CG3J4dLXC1Qfn,55ZNPyNU8rPoin41G5mkYugi1nAvWC1YSaGh7zMW92Gi,0.002039280,undefined,"undefined"
3NqNdDkRGJMmrBXXzgVCQoKjCseUCexakoERDWqU939Utvzv7ciDRgKUVZBfwuhHeY11K5Mk7K6MHbHkrpTwp6a,2026-01-22T22:44:11.000Z,AF4jW3tHUQTgcPVPhpkgKbDr8fWeD87CG3J4dLXC1Qfn,6HRgJMRmjaj2svP9GpRbUU5TPzLAHnBW3sHgYVbirWYE,0.000006000,undefined,"undefined"
3NqNdDkRGJMmrBXXzgVCQoKjCseUCexakoERDWqU939Utvzv7ciDRgKUVZBfwuhHeY11K5Mk7K6MHbHkrpTwp6a,2026-01-22T22:44:11.000Z,55ZNPyNU8rPoin41G5mkYugi1nAvWC1YSaGh7zMW92Gi,AF4jW3tHUQTgcPVPhpkgKbDr8fWeD87CG3J4dLXC1Qfn,0.013327245,undefined,"undefined"
3NqNdDkRGJMmrBXXzgVCQoKjCseUCexakoERDWqU939Utvzv7ciDRgKUVZBfwuhHeY11K5Mk7K6MHbHkrpTwp6a,2026-01-22T22:44:11.000Z,AF4jW3tHUQTgcPVPhpkgKbDr8fWeD87CG3J4dLXC1Qfn,ARu4n5mFdZogZAravu7CcizaojWnS6oqka37gdLT5SZn,517481.078951000,undefined,"undefined"
3NqNdDkRGJMmrBXXzgVCQoKjCseUCexakoERDWqU939Utvzv7ciDRgKUVZBfwuhHeY11K5Mk7K6MHbHkrpTwp6a,2026-01-22T22:44:11.000Z,ARu4n5mFdZogZAravu7CcizaojWnS6oqka37gdLT5SZn,8psNvWTrdNTiVRNzAgsou9kETXNJm2SXZyaKuJraVRtf,4398.589171000,undefined,"undefined"
3NqNdDkRGJMmrBXXzgVCQoKjCseUCexakoERDWqU939Utvzv7ciDRgKUVZBfwuhHeY11K5Mk7K6MHbHkrpTwp6a,2026-01-22T22:44:11.000Z,ARu4n5mFdZogZAravu7CcizaojWnS6oqka37gdLT5SZn,3UDRUc4RHo7o9nYcuNWZvkckPT48TiGZd4tEm6tqx33m,513082.489780000,undefined,"undefined"
3NqNdDkRGJMmrBXXzgVCQoKjCseUCexakoERDWqU939Utvzv7ciDRgKUVZBfwuhHeY11K5Mk7K6MHbHkrpTwp6a,2026-01-22T22:44:11.000Z,3UDRUc4RHo7o9nYcuNWZvkckPT48TiGZd4tEm6tqx33m,ARu4n5mFdZogZAravu7CcizaojWnS6oqka37gdLT5SZn,0.011287965,undefined,"undefined"
3NqNdDkRGJMmrBXXzgVCQoKjCseUCexakoERDWqU939Utvzv7ciDRgKUVZBfwuhHeY11K5Mk7K6MHbHkrpTwp6a,2026-01-22T22:44:11.000Z,3UDRUc4RHo7o9nYcuNWZvkckPT48TiGZd4tEm6tqx33m,62qc2CNXwrYqQScmEdiZFFAnJR262PxWEuNQtxfafNgV,0.000106307,undefined,"undefined"
3NqNdDkRGJMmrBXXzgVCQoKjCseUCexakoERDWqU939Utvzv7ciDRgKUVZBfwuhHeY11K5Mk7K6MHbHkrpTwp6a,2026-01-22T22:44:11.000Z,3UDRUc4RHo7o9nYcuNWZvkckPT48TiGZd4tEm6tqx33m,6P3xzFnXzk2VM6GS6bGQdwzrqv2rjiZggQQT7ACnWfYo,0.000034293,undefined,"undefined"
3NqNdDkRGJMmrBXXzgVCQoKjCseUCexakoERDWqU939Utvzv7ciDRgKUVZBfwuhHeY11K5Mk7K6MHbHkrpTwp6a,2026-01-22T22:44:11.000Z,ARu4n5mFdZogZAravu7CcizaojWnS6oqka37gdLT5SZn,AF4jW3tHUQTgcPVPhpkgKbDr8fWeD87CG3J4dLXC1Qfn,0.011287965,undefined,"undefined"
5quC5S4hxbZykrFAhg1ykk4Nejt6RNXg4CWEkrnC3kDKigDoStd5XJSs8wykX2DMgtEtnSC4jFNZpeq3WoEMDMTG,2026-01-22T19:20:37.000Z,AF4jW3tHUQTgcPVPhpkgKbDr8fWeD87CG3J4dLXC1Qfn,55ZNPyNU8rPoin41G5mkYugi1nAvWC1YSaGh7zMW92Gi,0.002039280,undefined,"undefined"
5quC5S4hxbZykrFAhg1ykk4Nejt6RNXg4CWEkrnC3kDKigDoStd5XJSs8wykX2DMgtEtnSC4jFNZpeq3WoEMDMTG,2026-01-22T19:20:37.000Z,AF4jW3tHUQTgcPVPhpkgKbDr8fWeD87CG3J4dLXC1Qfn,6HRgJMRmjaj2svP9GpRbUU5TPzLAHnBW3sHgYVbirWYE,0.000006000,undefined,"undefined"
5quC5S4hxbZykrFAhg1ykk4Nejt6RNXg4CWEkrnC3kDKigDoStd5XJSs8wykX2DMgtEtnSC4jFNZpeq3WoEMDMTG,2026-01-22T19:20:37.000Z,ARu4n5mFdZogZAravu7CcizaojWnS6oqka37gdLT5SZn,9yj3zvLS3fDMqi1F8zhkaWfq8TZpZWHe6cz1Sgt7djXf,0.000155628,undefined,"undefined"
5quC5S4hxbZykrFAhg1ykk4Nejt6RNXg4CWEkrnC3kDKigDoStd5XJSs8wykX2DMgtEtnSC4jFNZpeq3WoEMDMTG,2026-01-22T19:20:37.000Z,ARu4n5mFdZogZAravu7CcizaojWnS6oqka37gdLT5SZn,AF4jW3tHUQTgcPVPhpkgKbDr8fWeD87CG3J4dLXC1Qfn,0.020192877,undefined,"undefined"
5quC5S4hxbZykrFAhg1ykk4Nejt6RNXg4CWEkrnC3kDKigDoStd5XJSs8wykX2DMgtEtnSC4jFNZpeq3WoEMDMTG,2026-01-22T19:20:37.000Z,55ZNPyNU8rPoin41G5mkYugi1nAvWC1YSaGh7zMW92Gi,ARu4n5mFdZogZAravu7CcizaojWnS6oqka37gdLT5SZn,0.020348505,undefined,"undefined"
